"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Textures/DecalB.DecalB","0","0","34","1","0.000000","0","0"
"/Game/WarpsPack/Warps/WhiteWarp/M_WhiteWarp.M_WhiteWarp","0","0","10","1","0.000000","0","0"
"/Game/Textures/DecalA1.DecalA1","0","0","34","1","0.000000","0","0"
"/Game/Textures/DecalA.DecalA","0","0","34","1","0.000000","0","0"
"/Game/WarpsPack/Materials/M_Stars.M_Stars","0","0","26","1","0.000000","0","0"
"/Game/WarpsPack/Warps/WhiteWarp/M_WhiteWarpIntensive.M_WhiteWarpIntensive","0","0","10","1","0.000000","0","0"
"/Game/WarpsPack/Materials/M_BG.M_BG","0","0","4","1","0.000000","0","0"
"/Game/Mayo_OriginalMaterials/M_GreenLight.M_GreenLight","0","0","24","1","0.000000","0","0"
"/Game/StarterBundle/ModularScifiHallways/Materials/M_Base_2C.M_Base_2C","0","0","24","1","0.000000","0","0"
"/Game/Mayo_OriginalMaterials/M_MetallicSilver.M_MetallicSilver","0","0","15","1","0.000000","0","0"
"/Game/StarterBundle/ModularScifiHallways/Materials/M_Base_Wires.M_Base_Wires","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
